id,evidence,claim,label,topic_ip,question
8589,"We identified seasonal human coronaviruses, influenza viruses and rhinoviruses in exhaled breath and coughs of children and adults with acute respiratory illness.","Because the virus can be spread easily, many have resorted wearing face masks to protect themselves, as the virus is transmissible through human contact and exposure to respiratory droplets from an infected person.",Neutral,82,Can face masks protect me from the coronavirus disease?
4770,"Although COVID-19 can be rapidly diagnosed, efficient clinical treatment of COVID-19 remains unavailable, resulting in high fatality.",vitamin C deficiency is related to the increased risk and severity of influenza infections.,Neutral,51,Does Vitamin C impact COVID-19 prevention and treatment?
5055,"Dietary supplementation has not been linked to COVID-19 prevention. However, supplementation with vitamins C and D, as well as with zinc and selenium, was highlighted as potentially beneficial for individuals with, or at risk of, respiratory viral infections or for those in whom nutrient deficiency is detected.",vitamin D can play in helping a patient fight off COVID-19.,Supports,51,Does Vitamin C impact COVID-19 prevention and treatment?
14054,"Thus, our goal is to test the most active antivirals identified in adequate animal models infected with SARS-CoV-2, to add more information about possible in vivo efficacy. In turn, successful antivirals could be tested in clinical trials as treatments for infected patients, but also as pre-exposure prophylaxis to avoid novel infections until an effective and safe vaccine is developed.","the drug pixatimod is a potent inhibitor of SARS-CoV-2 viral attachment and invasion in Vero cell culture, with a reduction of cytopathic effect when applied at concentrations within the established therapeutic concentrations.",Neutral,5,are there any drugs that work for SARS-CoV or SARS-CoV-2 in animals?
4437,"Our results suggest use of face masks by the general public is potentially of high value in curtailing community transmission and the burden of the pandemic. The community-wide benefits are likely to be greatest when face masks are used in conjunction with other non-pharmaceutical practices (such as social-distancing), and when adoption is nearly universal (nation-wide) and compliance is high.",disposable ear loop masks do not provide any protection against the novel coronavirus.,Refutes,44,How much impact do masks have on preventing the spread of the COVID-19?
13239,"The number of these epitopes and the prevalence of the common coronaviruses suggest that a large part of the world population has some degree of specific immunity against SARS-CoV-2 already, even without having been infected by that virus.",T cells may help COVID-19 patients - and people never exposed to the virus,Neutral,3,will SARS-CoV2 infected people develop immunity?
8137,We also demonstrated that three brands of medical masks blocked over 99% viruses in aerosols. The avian coronavirus was completely inactivated after being steamed for 5 minutes.,A face mask covers your mouth and nose. It can block the release of virus-filled droplets into the air when you cough or sneeze. This helps slow the spread of COVID-19.,Supports,82,Can face masks protect me from the coronavirus disease?
6807,"There is currently no indication that feline- or canine-to-human transmission can occur, though there is rising evidence of the reverse.",Can Pets Spread Coronavirus (COVID-19) to People? The answer is YES,Refutes,67,Can animals spread COVID-19?
7851,"Likewise, there is some evidence that inhaled corticosteroids could also reduce its severity, opening the possibility that nicotine and inhaled steroids could be used as treatments.",Cannabis can be used as A Potential Way To prevent covid-19,Supports,75,Can smoking cannabis (weed) help in preventing COVID-19?
10966," Chloroquine, interferon, and antiviral agents such as remdesivir, lopinavir, and ritonavir are agents under investigation in these trials.",As more companies begin clinical trials for a coronavirus vaccine,Supports,17,are there any clinical trials available for the coronavirus
3007,patients treated with HCQ at the time of early hospital recovered faster than those who treated later or taken as second line choose for their obvious shorter hospitalization time.,They conclude strongly that physicians should avoid using either hydroxychloroquine or chloroquine to treat COVID-19,Refutes,28,does hydroxychloroquine treat COVID-19?
5123,"Some nutrients are actively involved in the proper functioning and strengthening of the human immune system against viral infections including dietary protein, omega-3 fatty acids, vitamin A, vitamin D, vitamin E, vitamin B1, vitamin B6, vitamin B12, vitamin C, iron, zinc, and selenium. Few studies were done on the effect of dietary components on prevention of COVID-19, but supplementation with these nutrients may be effective in improving the health status of patients with viral infections.","Supplements containing vitamins C and D, along with other micronutrients, can be a safe, effective and low-cost means to fight off the novel coronavirus and other acute respiratory tract.",Refutes,51,Does Vitamin C impact COVID-19 prevention and treatment?
7460,Ibuprofen is an over-the-counter medication that is used widely for the treatment of pain and fever during COVID-19 pandemic.,"people suffering from symptoms of the illness avoid taking the common anti-inflammatory painkiller, which is known by brand names like Advil and Motrin.",Refutes,69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
1784,counties where the policies have been imposed have effectively increased social distancing and have seen slowing the spread of COVID-19.,"he coronavirus can spread more than 6 feet through the air, especially in poorly ventilated and enclosed spaces.",Neutral,10,has social distancing had an impact on slowing the spread of COVID-19?
6786,"There is currently no indication that feline- or canine-to-human transmission can occur, though there is rising evidence of the reverse.","Coronavirus in dogs and cats According to the U.S. Centers for Disease Control and Prevention, a few pets - including cats and dogs - also have been infected with the virus that causes COVID-19.",Supports,67,Can animals spread COVID-19?
