id,claim,negated_claim,label_original,label_negated
VL000509,"Hank Johnson Says ""by reducing chronic health care costs in the State of Georgia, we can reduce the $32.8 billion lost each year due to lack of productivity and economic costs.","Hank Johnson Says ""by reducing chronic health care costs in the State of Georgia, we can not reduce the $32.8 billion lost each year due to lack of productivity and economic costs.",true,false
VL000510,Dr. Fauci says every American should be microchipped.,Dr. Fauci says every American should not be microchipped.,false,true
VL000512,"Pandemic-related shutdown orders are unconstitutional, and persons arrested for violating them can collect damages.","Pandemic-related shutdown orders are not unconstitutional, and persons arrested for violating them can collect damages.",false,true
VL000513,"In 1926, engineer and inventor Nikola Tesla predicted that humanity would one day ""be able to communicate with one another instantly, irrespective of distance"" and that ""the instruments through which we shall be able to do all of this will fit in our vest pockets.","In 1926, engineer and inventor Nikola Tesla predicted that humanity would not one day ""be able to communicate with one another instantly, irrespective of distance"" and that ""the instruments through which we shall be able to do all of this will fit in our vest pockets.",true,false
VL000514,"One study calls fish a lifesaver, another is more cautious","One study calls fish a lifesaver, another is not more cautious.",true,false
VL000516,"More People Should Get Statins, Report Says","More People Should not Get Statins, Report Says.",true,false
VL000517,"In 2010, Clinton ""said Iran could enrich uranium. In 2014 she said she’s always argued against it.","In 2010, Clinton ""said Iran could not enrich uranium. In 2014 she said she’s always argued against it.",false,true
VL000518,A state bill would end a longstanding requirement that local governments repair highways and sidewalks -- and block injured citizens from suing over neglected maintenance.,A state bill would not end a longstanding requirement that local governments repair highways and sidewalks -- and block injured citizens from suing over neglected maintenance.,false,true
VL000520,"As CEO of WWE, Linda McMahon ""was caught tipping off a ringside physician"" about a federal investigation into illegally distributing steroids to wrestlers.","As CEO of WWE, Linda McMahon ""was not caught tipping off a ringside physician"" about a federal investigation into illegally distributing steroids to wrestlers.",true,false
VL000522,Avandia may help keep arteries clear after surgery.,Avandia may not help keep arteries clear after surgery.,true,false
VL000523,"If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them.","If masks prevent coronavirus, governors would not have given them to prison inmates instead of releasing them.",false,true
VL000525,Study: Many in Ebola outbreak don’t believe virus is real.,Study: Many in Ebola outbreak don’t believe virus is not real.,true,false
VL000528,This is the first time since Roe was decided in 1973 that a court has granted personhood status to the preborn.,This is not the first time since Roe was decided in 1973 that a court has granted personhood status to the preborn.,false,true
VL000530,U.S. panel outlines how doctors should ration care in a pandemic.,U.S. panel outlines how doctors should not ration care in a pandemic.,true,false
VL000532,Scientists say quarter of all pigs could die of swine fever.,Scientists say quarter of all pigs could not die of swine fever.,true,false
VL000537,"Cory Gardner Says on contraception, his plan is ""cheaper and easier for you"" than Sen. Mark Udall’s","Cory Gardner Says on contraception, his plan is not ""cheaper and easier for you"" than Sen. Mark Udall’s.",false,true
VL000546,"Jon Voight once said ""I pray all Americans who have seen and felt the meltdown of America with the Obama years, to please fight for Donald Trump","Jon Voight once said ""I pray all Americans who have not seen and felt the meltdown of America with the Obama years, to please fight for Donald Trump.",true,false
VL000547,"Daraprim is still underpriced, relative to its peers.","Daraprim is not still underpriced, relative to its peers.",false,true
VL000553,DHEA hormone may help women through menopause: study,DHEA hormone may not help women through menopause: study.,false,true
VL000556,Doors singer Jim Morrison has been found alive in a Paris retirement home.,Doors singer Jim Morrison has not been found alive in a Paris retirement home.,false,true
VL000557,"Drug may prevent lung cancer, study finds","Drug may not prevent lung cancer, study finds.",false,true
VL000560,"Earl Blumenauer Says ending the direct payment farm subsidy program ""could save up to $28.4 billion over ten years that could be used to reduce the deficit.","Earl Blumenauer Says ending the direct payment farm subsidy program ""could not save up to $28.4 billion over ten years that could be used to reduce the deficit.",true,false
VL000563,Kansas Medicaid patients can now get antiviral Hep-C drugs.,Kansas Medicaid patients can not now get antiviral Hep-C drugs.,true,false
VL000565,The restaurant chain Whataburger announced that it was closing its doors.,The restaurant chain Whataburger announced that it was not closing its doors.,false,true
VL000567,States have cumulatively cut over $1.8 billion from their mental health services between 2009 and 2011. This is the largest reduction in state mental health services in half a century.,States have not cumulatively cut over $1.8 billion from their mental health services between 2009 and 2011. This is the largest reduction in state mental health services in half a century.,true,false
VL000569,New pill might be reliable wake-up call,New pill might not be reliable wake-up call.,false,true
VL000576,The Department of Homeland Security is secretly moving and releasing crowds of undocumented people into the United States.,The Department of Homeland Security is not secretly moving and releasing crowds of undocumented people into the United States.,false,true
